,username,user_handle,date,retweets,favorites,text,label
27,WWF Climate & Energy,climateWWF,2019-12-11,0,1,almost time drive global ambit shake climat leadership know start minut cop pandahub watch livestream,0
28,WWF Climate & Energy,climateWWF,2019-12-10,3,9,yet anoth reason timeforact cop climat chang greenland ice melt acceler,0
29,WWF Climate & Energy,climateWWF,2019-12-10,2,1,tightli woven link climat biodivers must recognis cop said gareth redmond king head climatechang wwf uk climatecrisi,0
30,WWF Climate & Energy,climateWWF,2019-12-09,8,11,peopl outsid climat cop take climatecrisi serious take climateact ambiti action lack negoti room copcl strangerth rt agre timeforact,0
31,WWF Climate & Energy,climateWWF,2019-12-09,1,2,dec countri agre landmark parisagr climatechang pledg fight climat crisi goal keep centuri temperatur increas well limit increas,0
32,WWF Climate & Energy,climateWWF,2019-12-09,3,4,see face climatechang us mariana panuncio feldman senior director intern climat co oper timeforact cop,0
33,WWF Climate & Energy,climateWWF,2019-12-09,1,10,never enter final week cop leader crucial climat summit must take ambiti climateact protect,0
34,WWF Climate & Energy,climateWWF,2019-12-05,1,2,join us pandahub agroecolog approach climat resili food system start minut watch livestream,0
35,WWF Climate & Energy,climateWWF,2019-12-05,4,3,concentr greenhousega emiss atmospher highest record critic limit temperatur rise keep planet climat friendli must not wast time rais climateambit timeforact cop,0
36,WWF Climate & Energy,climateWWF,2019-12-05,1,4,global fossilfuel emiss leader must rais climateambit cop avoid climat catastroph,0
37,WWF Climate & Energy,climateWWF,2019-12-04,115,254,famou artist paint world know today join forc prado museum rais alarm climatecrisi polit leader diplomat meet cop climat summit take look climatewwf,0
38,WWF Climate & Energy,climateWWF,2019-12-04,18,33,want see ambiti action crucial climat summit take place world leader opportun solv climateemerg clock tickinghelp us urg world leader make right decis today cop,0
39,WWF Climate & Energy,climateWWF,2019-12-04,257,450,face climatecrisi good news know must done solv need global willpow right world leader opportun act stabilis climat protect natur shareourplanet,0
40,WWF Climate & Energy,climateWWF,2019-12-02,43,65,import global summit climatecrisi take place madrid leader need rais climateambit protect biodivers halt climat chang here restor natur vital tackl climateemerg shareourplanet,0
41,WWF Climate & Energy,climateWWF,2019-12-01,30,56,day left copcl world leader gather make critic decis address climateemergencycountri across world must acceler climateambit protect peopl natur climat crisi,0
42,WWF Climate & Energy,climateWWF,2019-11-26,16,12,case need reason step climat action govern must announc ambiti ndc cop visit ambit emerg room cop hall climateact climateambit climatecrisi manupulgarvid vperezcirera,0
43,WWF Climate & Energy,climateWWF,2019-11-19,13,11,see climatewwf cop madrid visit us hall ambit emerg room place discuss climat solut futur want climateambit climateact climatecrisi manupulgarvid vperezcirera wwfmedia wwf wwfchile,0
44,WWF Climate & Energy,climateWWF,2019-11-14,34,42,eib cut fund fossil fuel project kind ambit need see concret step scale climat action say wwf manupulgarvid wwfmedia wwfepo,0
45,WWF Climate & Energy,climateWWF,2019-11-04,93,144,us serv notic withdraw parisagr wwf manupulgarvid abdic respons climat crisi not preclud rest world part climatecrisi pespinosac unfccc,0
46,WWF Climate & Energy,climateWWF,2019-10-07,12,24,even parisagr target limit climat impact felt across globe need adapt warmer world start adaptourworld,0
47,WWF Climate & Energy,climateWWF,2019-09-23,5,19,climat summit get readi start hope ambiti announc manupulgarvid wwfleadfin wwf vperezcirera un,0
48,WWF Climate & Energy,climateWWF,2019-09-17,15,18,climatecrisi upon us use voic fight action climat chang,0
49,WWF Climate & Energy,climateWWF,2019-08-26,15,16,wwf manupulgarvid leader not send clear signal need greater climat ambit ahead climatesummit next month not late take collect individu action urg,0
50,WWF Climate & Energy,climateWWF,2019-08-21,19,33,face climateemerg need ambiti climateact avoid worst impact climat chang peopl natur climateweeklac ndcambit climatecrisi,0
51,WWF Climate & Energy,climateWWF,2019-08-05,245,598,alreadi know type land base action help tackl climatecrisi build climat resili restor natur improv food secur let make happen srccl climateact manupulgarvid wwf wwfleadfood wwfleadforest,0
52,WWF Climate & Energy,climateWWF,2019-08-05,25,38,know forest food land potenti deliv climat solut way treat land matter ipcc,0
53,WWF Climate & Energy,climateWWF,2019-08-01,76,207,forest support livelihood land food system feed world climatecrisi impact natur depend find must protect peopl natur chang climat ipcc srccl,0
54,WWF Climate & Energy,climateWWF,2019-07-23,20,31,compani combin market cap trillion step new level climat ambit manupulgarvid climatesummit sciencebasedtarget,0
55,WWF Climate & Energy,climateWWF,2019-07-23,10,22,global compani rais ambit set sciencebasedtarget effort save ouronlyfutur prove compliant climat target possibl join corpor climat leader manupulgarvid,0
56,WWF Climate & Energy,climateWWF,2019-06-05,17,57,begin tackl air pollut crisi crucial alongsid climat crisi citi key role play say wwf manupulgarvid,0
57,WWF Climate & Energy,climateWWF,2019-05-24,10,13,wwf manupulgarvid day life world big deal join school striker global protest climat action septemb climatestrik fridaysforfutur unclimatesummit,0
58,WWF Climate & Energy,climateWWF,2019-05-16,6,14,imohq take meaning climat action week mepc agre compulsori speed limit sea significantli reduc ghg emiss global ship sector time climateact marklut,0
59,WWF Climate & Energy,climateWWF,2019-05-15,7,12,world meet climat energi goal renew without dam world remain free flow river say wwf pavansukhdev manupulgarvid,0
60,WWF Climate & Energy,climateWWF,2019-05-13,11,13,everi commit need fulfil pledg made pari countri must stepup climat action germani lead effort reviv intern climat action petersbergdialogu manupulgarvid wwf klimawwf,0
61,WWF Climate & Energy,climateWWF,2019-05-13,6,10,new wwf natureorg report show meet global climat energi goal without sacrif world remain free flow river manupulgarvid stuartorr,0
62,WWF Climate & Energy,climateWWF,2019-05-08,69,161,ipb globalassess say natur ecosystem key tackl climat chang that need protect environ taken new level polit prioriti global say wwf manupulgarvid newdealfornatur,0
63,WWF Climate & Energy,climateWWF,2019-05-08,8,9,genviron minist get climat chang final communiqu miss mark make no mention increas climat ambit improv ndc say wwf fernandavdec,0
64,WWF Climate & Energy,climateWWF,2019-05-06,15,23,ipb globalassess report clarifi climat chang key driver grow threat biodivers degrad must urgent prioritis planet well manupulgarvid wwf newdealfornatur,0
65,WWF Climate & Energy,climateWWF,2019-05-06,7,11,wherev look natur warn sign flash red face climat environment crisi link stabl climat system protect biodivers unequivoc ipb globalassess manupulgarvid wwf,0
66,WWF Climate & Energy,climateWWF,2019-04-03,14,20,along organis expert call iea align energi scenario climat scienc parisagr there much stake continu high carbon pathway manupulgarvid wwf,0
67,WWF Climate & Energy,climateWWF,2019-03-27,6,9,need emerg packag action drive ambit climat action say wwf manupulgarvid,0
68,WWF Climate & Energy,climateWWF,2019-03-20,4,10,voic street youth climat march matter manupulgarvid,0
69,WWF Climate & Energy,climateWWF,2019-01-23,7,18,year left avoid climat catastroph there still hope add voicefortheplanet join movement call newdealfornatur today,0
70,WWF Climate & Energy,climateWWF,2018-12-15,161,268,breakingnew un climat talk cop deliv progress countri must step ambit face climat emerg climatechang,0
71,WWF Climate & Energy,climateWWF,2018-12-14,4,9,jpvanypersel former ipccch vice chair write touch letter grandkidsw must act climat no time left wast,0
72,WWF Climate & Energy,climateWWF,2018-12-13,465,609,stake high un climat talk cop world need nation rais parisagr target leader decid futur cop urg commit greater climateact rt tag hoursforcop,0
73,WWF Climate & Energy,climateWWF,2018-12-13,22,34,wwf join un sg antonioguterr talanoa call action high ambit coalit climat vulner forum un organ non state actor march around world call countri deliv cop,0
74,WWF Climate & Energy,climateWWF,2018-12-13,10,8,wwf china ceo lo sze ping along minist head climat vulner forum countri declar need move dialogu follow talanoa jumemmej take perman action keep world safe climat danger,0
75,WWF Climate & Energy,climateWWF,2018-12-13,468,511,rippl effect globalwarm climatechang impact know no boundari affect natur depend ambiti climateact need un climat talk cop secur share home togeth possibl,0
76,WWF Climate & Energy,climateWWF,2018-12-12,10,15,stake high un climat talk year halv global emiss risk face dramat impact climatechang leader cop must take ambiti climateact,0
77,WWF Climate & Energy,climateWWF,2018-12-10,12,13,breakingnew top fashion industri brand manufactur launch fashion industri charter climateact aim shift industri climat neutral wwfclimat cop,0
78,WWF Climate & Energy,climateWWF,2018-12-08,11,20,climat march take place cop leader gather unfccc climatechang summit ambiti action must deliv limit globalwarm secur safer futur marchclim marchcop,0
79,WWF Climate & Energy,climateWWF,2018-12-05,9,29,impact climatechang sweep across world time pick pace un climat summit cop time ambit action protect climat natur,0
80,WWF Climate & Energy,climateWWF,2018-12-02,70,163,unfccc cop kick today let rememb natur life support place comfort sourc everyth hold dear protect home need greater climat ambit,0
81,WWF Climate & Energy,climateWWF,2018-12-02,66,88,former cop presid includ wwfclimat manupulgarvid call negoti cop send unequivoc messag nation boost climat plan,0
82,WWF Climate & Energy,climateWWF,2018-11-30,9,15,un climat talk must meet expect say wwf manupulgarvid cop wwfclimat unfccc,0
83,WWF Climate & Energy,climateWWF,2018-11-28,24,27,brazil withdraw host cop wwfbrazil remind us brazil still parti pari agreement need countri come togeth climat solidar wwf,0
84,WWF Climate & Energy,climateWWF,2018-10-15,12,20,thousand march franc demand climat action,0
85,WWF Climate & Energy,climateWWF,2018-10-04,96,154,video warm world half degre matter scienc global warm govern must act climat chang sr stepup climatewwf canintl ipccch unfccc manupulgarvid pespinosac,0
86,WWF Climate & Energy,climateWWF,2018-09-14,20,18,break announc made umbrella forest food land challeng global climat action summit aim deliv climat solut need gca manupulgarvid,0
87,WWF Climate & Energy,climateWWF,2018-09-14,10,43,work partnership wwf danon launch new effort drive compani food forest sector set climat target line parisagr sciencetarget climatewwf gca,0
88,WWF Climate & Energy,climateWWF,2018-09-13,17,21,new report exponenti climat action roadmap show what need sector halv greenhous ga emiss gca climatesolv wwf futureearth wef unfccc,0
89,WWF Climate & Energy,climateWWF,2018-09-13,25,32,still coalit deliv new commit global climat action summit gca wwf manupulgarvid wwgdg stepup,0
90,WWF Climate & Energy,climateWWF,2018-09-12,16,21,sweden uppsala citi today name global winner wwf prestigi one planet citi challeng challeng aim mobilis climat action citi opcc climatewwf stepup manupulgarvid wwf wwfdg,0
91,WWF Climate & Energy,climateWWF,2018-09-11,16,14,land overlook piec climat solut long gca elev land key solut climat challeng climatewwf proud lead work manupulgarvid gca,0
92,WWF Climate & Energy,climateWWF,2018-09-10,129,266,simpli no viabl respons climat chang without revolut use forest food land say manupulgarvid climatewwf new blog gca ncereport wwf,0
93,WWF Climate & Energy,climateWWF,2018-09-06,24,66,asean bank need better manag climat risk ensur region food water secur say wwfsg manupulgarvid climatesav markgrift,0
94,WWF Climate & Energy,climateWWF,2018-09-03,30,94,un climat negoti meet week theyll need lay groundwork seriou commit parisagr cop,0
95,WWF Climate & Energy,climateWWF,2018-08-20,6,7,local solut global climat chang challeng bring unusu coalit togeth learn alliancesforclimateact,0
96,WWF Climate & Energy,climateWWF,2018-06-29,7,8,thecvf virtualclimatesummit welcom initi come cop countri must step climat action keep promis degre world aliv manupulgarvid,0
97,WWF Climate & Energy,climateWWF,2018-06-21,134,250,today import day climat polici parisagr countri commit step ambit climateact urg other follow help limit global warm,0
98,WWF Climate & Energy,climateWWF,2018-06-15,12,19,challeng busi local leader ensur conserv restor land factor strategi address climat chang manupulgarvid stepup,0
99,WWF Climate & Energy,climateWWF,2018-06-11,50,66,no viabl global solut climat crisi without improv way use land stepup gca,0
100,WWF Climate & Energy,climateWWF,2018-06-04,9,12,today mark day global climat action summit celebr highlight inspir climat solut share favorit solut around world june gca,0
101,WWF Climate & Energy,climateWWF,2018-06-01,6,10,one year us vow exit pari agreement busi local leader ensur us deliv intern climat goal wearestillin stepup manupulgarvidalgca pespinosac unfccc canintl wwfdg wwf,0
102,WWF Climate & Energy,climateWWF,2018-05-22,14,14,plant anim speci world natur rich areasinclud amazon galpagoscould face extinct turn centuri due climat chang carbon emiss continu rise uncheck stepup,0
103,WWF Climate & Energy,climateWWF,2018-05-22,9,16,that great gca put forest land food front center need chang way think role land play get us signific way toward meet pari climat goal gca,0
104,WWF Climate & Energy,climateWWF,2018-05-22,5,9,reduc food wast good way commun fight climat chang food wast emit billion ton ghg year reduc wast compost citi citizen curb emiss gca stepup,0
105,WWF Climate & Energy,climateWWF,2018-05-22,4,6,accord ipccch agricultur forestri land use contribut quarter global carbon emiss use land sustain support healthi economi healthi climat stepup,0
106,WWF Climate & Energy,climateWWF,2018-05-19,6,8,climatewwf call energi minist scale support innov clean energi technolog help tackl climat chang cem mi wwfsverig wwf,0
107,WWF Climate & Energy,climateWWF,2018-05-14,54,152,clean air clean water main thing citizen want health wellb resid sustain citi accord new survey wwfsverig climat,0
108,WWF Climate & Energy,climateWWF,2018-05-10,34,77,marklut climatewwf un climat talk need hand polit leadership tangibl progress sticki issu financ increas ambit differenti sb stepup pix,0
109,WWF Climate & Energy,climateWWF,2018-05-10,11,11,steadi uneven progress un climat talk urgenc need say marklut climatewwf sb stepup,0
110,WWF Climate & Energy,climateWWF,2018-04-25,8,18,year pari agreement come effect countri must stepup climat action right hope keep warm,0
111,WWF Climate & Energy,climateWWF,2018-04-17,55,119,climat action mileston compani countri approv sciencetarget emiss check full list,0
112,WWF Climate & Energy,climateWWF,2018-04-12,10,8,get coal finland announc big transform shift kind climat action need say manupuldarvid endcoal,0
113,WWF Climate & Energy,climateWWF,2018-04-09,15,15,ship sector must ensur strong climat goal align parisagr approv mepc meet week includ aim decarbon ship cannot left behind race zero carbon world,0
114,WWF Climate & Energy,climateWWF,2018-04-09,4,8,sport human health climat chang connect say manupulgarvid wwfbulgaria,0
115,WWF Climate & Energy,climateWWF,2018-04-06,17,55,sport common global effort tackl climat chang ask manupulgarvid wwfbulgaria,0
116,WWF Climate & Energy,climateWWF,2018-04-02,10,7,free onlin cours meet climat chang expert find environ chang global warm affect world slow,0
117,WWF Climate & Energy,climateWWF,2018-03-14,0,5,dont take action climat chang could lose speci world preciou place end centuri action make differ join us earth hour make,0
118,WWF Climate & Energy,climateWWF,2018-03-14,4,7,half plant anim speci risk climat chang world import natur place accord new research wwf tyndallcentr,0
119,WWF Climate & Energy,climateWWF,2018-03-14,113,274,manupulgarvid want sustain futur must join dot climat biodivers social econom develop challeng face new blog earthhour wwfuk wwf deonnelwwf,0
120,WWF Climate & Energy,climateWWF,2018-03-13,14,15,biodivers climat join dot sustain futur new articl manupulgarvid,0
121,WWF Climate & Energy,climateWWF,2018-03-08,46,81,un climat envoy mikebloomberg visit cape town assess crippl drought impact water suppli citi acceler prepared uncertain water futur manupulgarvid wwfleadwat,0
122,WWF Climate & Energy,climateWWF,2018-02-13,2,7,cop held poland decemb import climat meet sinc adopt parisagr might not youd expect,0
123,WWF Climate & Energy,climateWWF,2018-01-29,2,5,congratul manupulgarvid wwf climat leader given highest german award,0
124,WWF Climate & Energy,climateWWF,2018-01-22,2,3,extrem weather climat chang top risk face world wef global risk report,0
125,WWF Climate & Energy,climateWWF,2017-12-12,7,4,big investor press major compani step climat action,0
126,WWF Climate & Energy,climateWWF,2017-12-11,15,8,momentum build climat action oneplanetsummit manupulgarvid pcanfin wwfleadfin,0
127,WWF Climate & Energy,climateWWF,2017-11-23,19,19,cop gather world climat leader time connect dot wwf manupulgarvid hope see bonn happen next,0
128,WWF Climate & Energy,climateWWF,2017-11-17,46,36,cop end today progress made lay groundwork increas climat ambit beyond key countri clearli signal intent step enhanc climat plan,0
129,WWF Climate & Energy,climateWWF,2017-11-17,5,4,come live cop cet close statement manupulgarvid climat action beyond cop,0
130,WWF Climate & Energy,climateWWF,2017-11-17,5,8,wwf green climat fund join forc acceler global climat action,0
131,WWF Climate & Energy,climateWWF,2017-11-15,2,15,live pandahub cop watch frame futur lesson direct scale climat adapt financ see full cop schedul,0
132,WWF Climate & Energy,climateWWF,2017-11-13,6,3,live pandahub cop watch urban climat action advanc ndc implement see full cop schedul,0
133,WWF Climate & Energy,climateWWF,2017-11-12,21,40,dyk norway first countri commit electr car learn transport climat today live cop,0
134,WWF Climate & Energy,climateWWF,2017-11-09,34,82,good morn today cop talk climat health energi africa watch live cet,0
135,WWF Climate & Energy,climateWWF,2017-11-07,28,76,bula cop climat expert good bad news climatechang,0
136,WWF Climate & Energy,climateWWF,2017-11-02,18,29,futur breakfast not guarante join us cop food climat,0
137,WWF Climate & Energy,climateWWF,2017-10-25,80,158,come chang climat chang stronger togeth join us cop,0
138,WWF Climate & Energy,climateWWF,2017-10-18,3,5,pope appeal end conflict climat chang fight hunger migrat,0
139,WWF Climate & Energy,climateWWF,2017-07-08,10,6,agre ambiti climat plan strongertogetherclim manupulgarvid,0
140,WWF Climate & Energy,climateWWF,2017-05-26,6,9,wwf team wwfitalia meet make sure climat chang stay agenda manupulgarvid,0
141,WWF Climate & Energy,climateWWF,2017-05-25,11,4,must act urgenc meet climat commit climatewwf manupulgarvid,0
142,WWF Climate & Energy,climateWWF,2017-03-28,17,6,us roll back progress made climat chang polici climatewwf manupulgarvid wwf,0
143,WWF Climate & Energy,climateWWF,2017-01-18,23,13,mani climat record must broken take action manupulgar wwf wwfdg deonnel,0
144,WWF Climate & Energy,climateWWF,2016-11-17,9,3,unpreced moment world unit climat willgartshor cop alexzavi mythilisk,0
145,WWF Climate & Energy,climateWWF,2016-11-13,7,5,clear renew energi forev cop climat march,0
146,WWF Climate & Energy,climateWWF,2016-11-10,11,6,renew energi one part game energi effici also import cop climat,0
147,WWF Climate & Energy,climateWWF,2016-11-08,14,26,climat action agenda collect collabor integr effort manupulgarvid climateact cop,0
148,WWF Climate & Energy,climateWWF,2016-11-08,5,4,compani indigen peopl multilater organ nonprofit work togeth forest climat josefinabrana wwf,0
149,WWF Climate & Energy,climateWWF,2016-11-06,5,6,countri deliv promis pari opt new intern aviat climat deal icaoa,0
150,WWF Climate & Energy,climateWWF,2016-11-04,8,9,today global climat parisagr becom law planet wwf,0
151,WWF Climate & Energy,climateWWF,2016-11-04,26,20,parisagr establish new way work togeth chang climat chang wwf,0
152,WWF Climate & Energy,climateWWF,2016-10-27,9,5,aviat sector come board ship industri climat tweet us idea,0
153,WWF Climate & Energy,climateWWF,2016-10-22,7,3,bn pledg annual develop develop countri climat action next,0
154,WWF Climate & Energy,climateWWF,2016-10-20,3,2,action climat come price develop countri pledg bn annual develop countri,0
155,WWF Climate & Energy,climateWWF,2016-09-03,4,2,urgent acceler implement pf parisagr necessari prevent climat impact,0
156,WWF Climate & Energy,climateWWF,2016-09-03,3,3,high hope climat action us china ratifi parisagr,0
157,WWF Climate & Energy,climateWWF,2016-05-26,8,6,marklut record break global temperatur underscor need ambiti climat action,0
158,WWF Climate & Energy,climateWWF,2016-05-24,3,2,renew improv live million clean energi improv livelihood buffer climat chang,0
159,WWF Climate & Energy,climateWWF,2016-05-24,4,1,renew reduc impact climat chang increas energi secur greater mekong say report,0
160,WWF Climate & Energy,climateWWF,2016-05-13,6,4,meet nordic entrepreneur creat climat smart innov via,0
161,WWF Climate & Energy,climateWWF,2016-05-13,8,3,renew energi must key featur futur climat discuss start bonn,0
162,WWF Climate & Energy,climateWWF,2016-05-12,9,2,govt meet bonn climat talk must prove deliv parisagr promis,0
163,WWF Climate & Energy,climateWWF,2016-04-22,4,2,countri agre climat action parisagr aviat ship industri,0
164,WWF Climate & Energy,climateWWF,2016-04-22,67,96,new era action sign parisagr first step tackl climat chang,0
165,WWF Climate & Energy,climateWWF,2016-04-22,94,68,leonardo dicaprio climat chang chang natur balanc planet,0
166,WWF Climate & Energy,climateWWF,2016-04-22,12,9,last year countri agre take action climat chang need start today,0
167,WWF Climate & Energy,climateWWF,2016-04-22,17,15,earthday rt ask gvt think planet sign new climat agreement,0
168,WWF Climate & Energy,climateWWF,2016-04-22,9,5,let make histori today govern turn goal climat action,0
169,WWF Climate & Energy,climateWWF,2016-04-22,13,5,today govern meet sign new climat agreement rt tell need action,0
170,WWF Climate & Energy,climateWWF,2016-04-20,5,5,sign climat agreement not enough must hear govt plan scale action,0
171,WWF Climate & Energy,climateWWF,2016-04-18,6,3,let make histori april govern turn ambit climat action,0
172,WWF Climate & Energy,climateWWF,2016-04-14,22,17,climat friendli coal myth debunk new report,0
173,WWF Climate & Energy,climateWWF,2016-04-14,12,5,new wwfeu ecofi report coal climat killer whatev effici,0
174,WWF Climate & Energy,climateWWF,2016-04-13,8,5,dyk april govern meet sign new climat agreement rt tell need action,0
175,WWF Climate & Energy,climateWWF,2016-04-12,4,2,climat risk challeng align financi market degre world,0
176,WWF Climate & Energy,climateWWF,2016-04-07,7,5,climat chang link public health risk say report releas white hous,0
177,WWF Climate & Energy,climateWWF,2016-03-30,3,1,leader prepar sign pari climat deal arctic sea ice hit anoth low need action,0
178,WWF Climate & Energy,climateWWF,2016-03-30,10,11,arctic sea ice hit anoth low need turn ambit climat action,0
179,WWF Climate & Energy,climateWWF,2016-03-11,5,2,two climat energi lesson learn japanes tsunami disast rdolivaw,0
180,WWF Climate & Energy,climateWWF,2016-02-27,5,4,happi intern polarbear day rt agre need climat action polar bear planet,0
181,WWF Climate & Energy,climateWWF,2016-02-18,10,6,earthhour help shine light climat action togeth,0
182,WWF Climate & Energy,climateWWF,2016-02-15,3,3,togeth stronger join us chang climat chang togetherposs,0
183,WWF Climate & Energy,climateWWF,2016-02-15,3,1,let work togeth brighter futur climat planet togetherposs,0
184,WWF Climate & Energy,climateWWF,2016-02-14,4,3,togeth chang climat chang rt share love arctic,0
185,WWF Climate & Energy,climateWWF,2016-01-06,13,3,disappear bamboo chang climat mean loss habitat food giant panda,0
186,WWF Climate & Energy,climateWWF,2016-01-05,8,6,climat chang chocol warmer world could affect favourit food,0
187,UN Climate Change,UNFCCC,2020-05-04,630,588,yesterday highest ever greenhous ga concentr histori observ mauna loa observatori part per million co atmospher improv nation climat action plan crucial revers trend,0
188,UN Climate Change,UNFCCC,2020-04-30,248,360,new iea report say renew set energi sourc grow amid covid relat plung global energi demand histor opportun govern focu clean technolog climat action plan ndc,0
189,UN Climate Change,UNFCCC,2020-04-29,84,136,econom recoveri plan provid opportun respond acceler climatecrisi longer term new unep studi show integr health econom climat consider recoveri covid,0
190,UN Climate Change,UNFCCC,2020-04-29,85,130,th petersberg dialogu conclud yesterday key point rais minist climat friendli recoveri covid continu work ambiti ndc press releas,0
191,UN Climate Change,UNFCCC,2020-04-27,106,190,recov covid climat resili way key question petersberg climat dialogu pcd open today,0
192,UN Climate Change,UNFCCC,2020-04-23,50,113,uk cop team appoint four rove ambassador differ region regardless postpon cop next year work continu apac crucial climat action fionacloud paultarkwright lauriebristow,0
193,UN Climate Change,UNFCCC,2020-04-21,76,120,today worldcreativityandinnovationday opportun celebr climatetech crucial combat climat chang innovationday wcid,0
194,UN Climate Change,UNFCCC,2020-04-21,74,135,covid crisi not chang urgent need rais ambit tackl climat chang submit nation climat action plan end year key messag pespinosac placencia ambit forum full address,0
195,UN Climate Change,UNFCCC,2020-04-17,66,99,strong bold innov climat action need respond climatechang leader tell us project initi win un climat action award deadlin april learn,0
196,UN Climate Change,UNFCCC,2020-04-14,134,209,april earthday earthdaynetwork issu daili micro challeng take everi day wherev help fight climat crisi might stay home,0
197,UN Climate Change,UNFCCC,2020-04-13,79,177,earthris icon view earth moon intern day humanspaceflight big thank nasaclim valuabl work explain earth climat chang done,0
198,UN Climate Change,UNFCCC,2020-04-11,875,1168,remind unep climat chang damag ecosystem planetari biodivers loss factor favor emerg zoonot diseas,0
199,UN Climate Change,UNFCCC,2020-04-09,63,176,itsposs ikea plan transit renew energi across global oper achiev climat posit statu hold compani ingka group invest renew energi unit state plan invest russia china,0
200,UN Climate Change,UNFCCC,2020-04-07,81,163,mangrov intact river basin essenti safeguard coastal fisheri africa impact climat chang one exampl crucial climatetech discuss expert unfccc virtual meet last week summari key doc,0
201,UN Climate Change,UNFCCC,2020-04-03,234,281,healthi ecosystem essenti protect us climat chang diseas covid continu destroy intrud ecosystem would certainli lead pandem climat impact watch great explain video via,0
